,type,GENRE,NOMBRE,source_type,source_DEF,source_EN,source_FUNCTN,source_GEN_REF,source_GP,source_NB,source_NEW,source_start,source_end,target_type,target_DEF,target_EN,target_FUNCTN,target_GEN_REF,target_GP,target_NB,target_NEW,target_start,target_end,source_id,target_id
Noreskal_1403092748912,ANAPHORE,,YES,N,DEF_DEM,,Other,SPEC,YES,Bare,NO,2193,2204,PR,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,2318,2319,Noreskal_1401901863500,Noreskal_1401901874295
Noreskal_1403092756710,INDIRECTE,UNK,YES,PR,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,2318,2319,N,DEF_SPLE,,SUJ,SPEC,NO,Bare,NO,2401,2409,Noreskal_1401901874295,Noreskal_1401901878788
Noreskal_1403092779757,ASSOC,,UNK,N,DEF_SPLE,,SUJ,SPEC,NO,Bare,NO,2401,2409,N,Bare,,ATTR,GENE,NO,Bare,NO,2471,2477,Noreskal_1401901878788,Noreskal_1401901889098
Noreskal_1403092792249,ASSOC_PRONOM,,NO,N,Bare,,Other,SPEC,YES,Bare,YES,2540,2545,PR,INDEF,NO,SUJ,SPEC,NO,PL,YES,2546,2548,Noreskal_1401901913139,Noreskal_1401901915008
Noreskal_1403092806577,DIRECTE,,YES,N,Bare,,ATTR,GENE,NO,Bare,NO,2471,2477,N,Bare,,OBJ,GENE,NO,Bare,NO,2488,2494,Noreskal_1401901889098,Noreskal_1401901894002
Noreskal_1403092809949,DIRECTE,,YES,N,Bare,,OBJ,GENE,NO,Bare,NO,2488,2494,N,Bare,,OBJ,GENE,NO,Bare,NO,2556,2562,Noreskal_1401901894002,Noreskal_1401901917584
Noreskal_1403092826904,DIRECTE,,YES,N,DEF_SPLE,,SUJ,SPEC,NO,Bare,NO,2401,2409,N,DEF_SPLE,,Other,SPEC,YES,Bare,NO,2674,2682,Noreskal_1401901878788,Noreskal_1401901934573
Noreskal_1403092847341,ANAPHORE,,YES,N,DEF_SPLE,,Other,SPEC,YES,Bare,NO,2674,2682,PR,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,2747,2748,Noreskal_1401901934573,Noreskal_1402997901792
Noreskal_1403092855864,DIRECTE,,UNK,N,Bare,,Other,SPEC,YES,Bare,YES,2540,2545,N,Bare,,Other,SPEC,YES,Bare,NO,2761,2766,Noreskal_1401901913139,Noreskal_1401901940050
Noreskal_1403092887449,ANAPHORE,,YES,N,DEF_SPLE,,TOPIC,GENE,NO,PL,YES,2797,2806,PR,INDEF,NO,SUJ,SPEC,NO,PL,NO,2831,2833,Noreskal_1401901943194,Noreskal_1402998113567
Noreskal_1403092971674,DIRECTE,,YES,N,Bare,,OBJ,GENE,NO,Bare,NO,2556,2562,N,DEF_SPLE,,SUJ,SPEC,NO,Bare,NO,2865,2874,Noreskal_1401901917584,Noreskal_1401901949934
Noreskal_1403093001374,ANAPHORE,,YES,PR,INDEF,NO,SUJ,SPEC,NO,PL,NO,2831,2833,PR,INDEF,NO,SUJ,SPEC,NO,PL,NO,2912,2915,Noreskal_1402998113567,Noreskal_1401901955836
Noreskal_1403093008125,ANAPHORE,,YES,PR,INDEF,NO,SUJ,SPEC,NO,PL,NO,2912,2915,PR,INDEF,NO,SUJ,SPEC,YES,PL,NO,2928,2930,Noreskal_1401901955836,Noreskal_1401901959563
Noreskal_1403093015577,ANAPHORE,,YES,PR,INDEF,NO,SUJ,SPEC,YES,PL,NO,2928,2930,PR,INDEF,NO,SUJ,SPEC,NO,PL,NO,3008,3010,Noreskal_1401901959563,Noreskal_1401901976881
Noreskal_1403093023891,ANAPHORE,,YES,PR,INDEF,NO,SUJ,SPEC,NO,PL,NO,3008,3010,PR,Bare,NO,OBJ,SPEC,YES,PL,NO,3066,3068,Noreskal_1401901976881,Noreskal_1401901989595
Noreskal_1403093103829,DIRECTE,,UNK,N,Bare,,Other,GENE,NO,Bare,YES,2905,2911,N,Bare,,ATTR,SPEC,NO,Bare,NO,2997,3007,Noreskal_1401901962223,Noreskal_1401901974901
Noreskal_1403093161591,ANAPHORE,,YES,N,INDEF,,ATTR,SPEC,NO,SG,YES,3140,3149,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,3150,3152,Noreskal_1401902015547,Noreskal_1401902017442
Noreskal_1403093189207,ANAPHORE,,YES,PR,Bare,NO,OBJ,SPEC,YES,PL,NO,3066,3068,PR,Bare,NO,Other,SPEC,YES,PL,NO,3163,3165,Noreskal_1401901989595,Noreskal_1401902021425
Noreskal_1403093211197,ANAPHORE,,YES,PR,Bare,NO,Other,SPEC,YES,PL,NO,3163,3165,PR,INDEF,NO,SUJ,SPEC,NO,PL,NO,3231,3233,Noreskal_1401902021425,Noreskal_1401902046889
Noreskal_1403093218242,ANAPHORE,,YES,PR,INDEF,NO,SUJ,SPEC,NO,PL,NO,3231,3233,PR,INDEF,NO,OBJ,SPEC,NO,PL,NO,3242,3244,Noreskal_1401902046889,Noreskal_1401902049026
Noreskal_1403093237126,DIRECTE,,UNK,N,DEF_SPLE,,SUJ,SPEC,NO,Bare,NO,2865,2874,N,Bare,,SUJ,GENE,NO,Bare,NO,3253,3259,Noreskal_1401901949934,Noreskal_1402999172085
Noreskal_1403093262725,DIRECTE,,UNK,N,Bare,,ATTR,GENE,NO,Bare,YES,3263,3273,N,Bare,,SUJ,GENE,NO,Bare,NO,3274,3284,Noreskal_1401902035122,Noreskal_1401902037089
Noreskal_1403093297794,ANAPHORE,,YES,PR,INDEF,NO,OBJ,SPEC,NO,PL,NO,3242,3244,PR,INDEF,NO,OBJ,SPEC,YES,PL,NO,3300,3302,Noreskal_1401902049026,Noreskal_1401902052850
Noreskal_1403093302750,ANAPHORE,,YES,PR,INDEF,NO,OBJ,SPEC,YES,PL,NO,3300,3302,PR,INDEF,NO,OBJ,SPEC,YES,PL,NO,3329,3331,Noreskal_1401902052850,Noreskal_1401902062006
Noreskal_1403093371067,ANAPHORE,,YES,PR,INDEF,NO,OBJ,SPEC,YES,PL,NO,3329,3331,PR,INDEF,NO,Other,SPEC,YES,PL,NO,3406,3408,Noreskal_1401902062006,Noreskal_1401902066731
Noreskal_1403093499581,DIRECTE,,YES,N,DEF_SPLE,,Other,SPEC,NO,Bare,NO,3564,3572,N,DEF_SPLE,,OBJ,SPEC,NO,Bare,NO,3598,3606,Noreskal_1401902084071,Noreskal_1401902088504
Noreskal_1403093651750,ASSOC,,NO,N,DEF_SPLE,,OBJ,SPEC,NO,PL,YES,3700,3708,N,INDEF,,SUJ,SPEC,NO,SG,YES,3750,3762,Noreskal_1401902104933,Noreskal_1401902112510
Noreskal_1403093684962,DIRECTE,,YES,N,Bare,,OBJ,SPEC,NO,Bare,YES,3825,3831,N,Bare,,SUJ,SPEC,NO,Bare,NO,3856,3862,Noreskal_1401902134158,Noreskal_1401902136684
Noreskal_1403093711542,ANAPHORE,,YES,N,INDEF,,ATTR,SPEC,NO,SG,YES,3884,3890,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,3891,3893,Noreskal_1401902140437,Noreskal_1401902158519
Noreskal_1403093718504,DIRECTE,,YES,N,INDEF,,ATTR,SPEC,NO,SG,YES,3884,3890,N,INDEF,,ATTR,SPEC,NO,SG,NO,3894,3906,Noreskal_1401902140437,Noreskal_1401902161871
Noreskal_1403093801932,DIRECTE,,UNK,N,Bare,,SUJ,SPEC,NO,Bare,NO,3856,3862,N,INDEF,,OBJ,SPEC,NO,SG,NO,3925,3934,Noreskal_1401902136684,Noreskal_1401902174513
Noreskal_1403093838391,ANAPHORE,,YES,PR,INDEF,NO,SUJ,SPEC,NO,PL,YES,3918,3920,PR,INDEF,NO,SUJ,SPEC,NO,PL,NO,4107,4109,Noreskal_1401902176990,Noreskal_1403000507987
Noreskal_1403093851112,DIRECTE,,YES,N,Bare,,Other,SPEC,NO,Bare,YES,4117,4122,N,Bare,,SUJ,SPEC,NO,Bare,NO,4124,4130,Noreskal_1401902192886,Noreskal_1401902195084
Noreskal_1403093857519,ANAPHORE,,YES,N,Bare,,Other,SPEC,NO,Bare,NO,4133,4141,PR,Bare,NO,Other,SPEC,NO,SG,NO,4142,4144,Noreskal_1401902199032,Noreskal_1403000527997
Noreskal_1403093882919,ANAPHORE,,YES,PR,Bare,NO,Other,SPEC,NO,SG,NO,4142,4144,PR,Bare,NO,Other,SPEC,NO,SG,NO,4180,4182,Noreskal_1403000527997,Noreskal_1403000531680
Noreskal_1403093888462,ANAPHORE,,YES,PR,Bare,NO,Other,SPEC,NO,SG,NO,4180,4182,PR,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,4184,4185,Noreskal_1403000531680,Noreskal_1403000513864
Noreskal_1403093959709,DIRECTE,,YES,N,Bare,,SUJ,SPEC,NO,Bare,NO,4124,4130,N,Bare,,OBJ,GENE,NO,Bare,NO,4561,4566,Noreskal_1401902195084,Noreskal_1401902221619
Noreskal_1403093972338,DIRECTE,,UNK,N,INDEF,,OBJ,SPEC,NO,SG,NO,3925,3934,N,Bare,,OBJ,GENE,NO,Bare,NO,4571,4576,Noreskal_1401902174513,Noreskal_1401902223634
Noreskal_1403094012911,ASSOC,,UNK,N,DEF_SPLE,,OBJ,SPEC,NO,PL,YES,3700,3708,N,Bare,,OBJ,SPEC,NO,Bare,YES,3825,3831,Noreskal_1401902104933,Noreskal_1401902134158
Noreskal_1403094017854,ASSOC,,UNK,N,DEF_SPLE,,OBJ,SPEC,NO,PL,YES,3700,3708,N,Bare,,Other,SPEC,NO,Bare,YES,4117,4122,Noreskal_1401902104933,Noreskal_1401902192886
Noreskal_1403094028983,ASSOC,,UNK,N,DEF_SPLE,,OBJ,SPEC,NO,PL,YES,3700,3708,N,Bare,,OBJ,SPEC,NO,Bare,YES,4642,4646,Noreskal_1401902104933,Noreskal_1401902229160
Noreskal_1403094041250,ASSOC,,UNK,N,DEF_SPLE,,OBJ,SPEC,NO,PL,YES,3700,3708,N,Bare,,OBJ,SPEC,NO,Bare,YES,4686,4693,Noreskal_1401902104933,Noreskal_1401902233252
Noreskal_1403094055097,DIRECTE,,YES,N,DEF_SPLE,,OBJ,SPEC,NO,PL,YES,3700,3708,N,Bare,,OBJ,SPEC,NO,Bare,NO,4751,4759,Noreskal_1401902104933,Noreskal_1401902239954
Noreskal_1403094207114,ASSOC,,UNK,N,DEF_SPLE,,Other,SPEC,YES,Bare,NO,3735,3743,N,Bare,,OBJ,SPEC,NO,Bare,YES,4941,4943,Noreskal_1401902107920,Noreskal_1401902296667
Noreskal_1403094217198,ASSOC,,UNK,N,DEF_SPLE,,Other,SPEC,YES,Bare,NO,3735,3743,N,Bare,,OBJ,GENE,NO,Bare,YES,5004,5011,Noreskal_1401902107920,Noreskal_1401902301490
Noreskal_1403094245224,DIRECTE,,YES,N,INDEF,,OBJ,GENE,NO,SG,YES,5119,5128,N,INDEF,,OBJ,SPEC,NO,Bare,NO,5143,5152,Noreskal_1401902310076,Noreskal_1401902317325
Noreskal_1403094263501,DIRECTE,,UNK,N,INDEF,,SUJ,SPEC,NO,SG,YES,3750,3762,N,INDEF,,SUJ,SPEC,NO,SG,NO,5130,5139,Noreskal_1401902112510,Noreskal_1401902314387
Noreskal_1403094287792,INDIRECTE,UNK,UNK,N,DEF_SPLE,,Other,SPEC,YES,Bare,NO,3735,3743,N,DEF_SPLE,,SUJ,SPEC,NO,Bare,NO,5244,5252,Noreskal_1401902107920,Noreskal_1401902323897
Noreskal_1403094299011,INDIRECTE,UNK,YES,N,DEF_SPLE,,SUJ,SPEC,NO,Bare,NO,5244,5252,N,DEF_SPLE,,SUJ,SPEC,NO,Bare,NO,5262,5270,Noreskal_1401902323897,Noreskal_1401902325670
Noreskal_1403094334237,ANAPHORE,,YES,PR,INDEF,NO,Other,SPEC,NO,SG,YES,5312,5314,PR,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,5339,5340,Noreskal_1403038353457,Noreskal_1401902344190
Noreskal_1403094341895,ANAPHORE,,YES,PR,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,5339,5340,PR,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,5358,5359,Noreskal_1401902344190,Noreskal_1401902347239
Noreskal_1403094504779,ASSOC,,UNK,N,Bare,,Other,SPEC,YES,Bare,YES,5398,5406,N,DEF_SPLE,,SUJ,SPEC,NO,Bare,NO,5262,5270,Noreskal_1401902357841,Noreskal_1401902325670
Noreskal_1403094529021,ANAPHORE,,YES,PR,INDEF,NO,OBJ,SPEC,NO,PL,YES,5511,5513,PR,INDEF,NO,SUJ,SPEC,NO,PL,NO,5560,5562,Noreskal_1401902373981,Noreskal_1401902381546
Noreskal_1403094542117,ANAPHORE,,YES,PR,INDEF,NO,SUJ,SPEC,NO,PL,NO,5560,5562,PR,INDEF,NO,SUJ,SPEC,NO,PL,NO,5672,5674,Noreskal_1401902381546,Noreskal_1401902396132
Noreskal_1403094546717,ANAPHORE,,YES,PR,INDEF,NO,SUJ,SPEC,NO,PL,NO,5672,5674,PR,INDEF,NO,SUJ,SPEC,NO,PL,NO,5696,5698,Noreskal_1401902396132,Noreskal_1401902404124
Noreskal_1403094563652,DIRECTE,,YES,N,Bare,,OBJ,GENE,NO,Bare,NO,5916,5921,N,Bare,,ATTR,GENE,NO,Bare,NO,5925,5930,Noreskal_1401902435049,Noreskal_1401902436700
Noreskal_1403094567931,DIRECTE,,YES,N,Bare,,OBJ,GENE,YES,Bare,NO,5882,5887,N,Bare,,OBJ,GENE,NO,Bare,NO,5916,5921,Noreskal_1401902431368,Noreskal_1401902435049
Noreskal_1403094586374,DIRECTE,,YES,N,Bare,,OBJ,GENE,NO,Bare,YES,562,566,N,Bare,,OBJ,GENE,YES,Bare,NO,5882,5887,Noreskal_1401901636608,Noreskal_1401902431368
Noreskal_1403094630000,ASSOC,,UNK,N,Bare,,ATTR,GENE,NO,Bare,NO,5925,5930,N,INDEF,,Other,GENE,YES,Bare,YES,5995,6002,Noreskal_1401902436700,Noreskal_1401902446442
Noreskal_1403094655993,ASSOC,,UNK,N,Bare,,ATTR,GENE,NO,Bare,NO,5925,5930,N,INDEF,,Other,SPEC,NO,Bare,YES,6150,6172,Noreskal_1401902436700,Noreskal_1401902457056
Noreskal_1403094703980,ANAPHORE,,YES,PR,INDEF,NO,Other,GENE,YES,SG,YES,6481,6488,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,6489,6491,Noreskal_1401902493712,Noreskal_1401902495497
Noreskal_1403094720497,DIRECTE,,YES,N,Bare,,ATTR,GENE,NO,Bare,NO,5925,5930,N,Bare,,ATTR,GENE,NO,Bare,NO,6519,6524,Noreskal_1401902436700,Noreskal_1401902490771
Noreskal_1403094739637,ANAPHORE,,UNK,N,INDEF,,Other,SPEC,YES,Bare,YES,6890,6910,PR,Bare,NO,SUJ,SPEC,NO,PL,NO,6911,6913,Noreskal_1401902517284,Noreskal_1401902519507
Noreskal_1403094762587,ASSOC,,UNK,N,DEF_SPLE,,Other,SPEC,YES,Bare,NO,6951,6959,N,INDEF,,Other,SPEC,YES,Bare,YES,6890,6910,Noreskal_1401902524391,Noreskal_1401902517284
Noreskal_1403094892550,ANAPHORE,,YES,PR,DEF_SPLE,NO,SUJ,SPEC,NO,PL,NO,7101,7103,PR,DEF_SPLE,NO,OBJ,SPEC,NO,PL,NO,7177,7179,Noreskal_1401902548716,Noreskal_1401902553053
Noreskal_1403095006948,ANAPHORE,,YES,N,Bare,,Other,SPEC,NO,Bare,NO,7022,7029,PR,INDEF,NO,SUJ,SPEC,NO,PL,NO,7030,7037,Noreskal_1403094969954,Noreskal_1401902535647
Noreskal_1403095017600,ANAPHORE,,YES,PR,INDEF,NO,SUJ,SPEC,NO,PL,NO,7030,7037,PR,DEF_SPLE,NO,SUJ,SPEC,NO,PL,NO,7101,7103,Noreskal_1401902535647,Noreskal_1401902548716
Noreskal_1403095032628,DIRECTE,,YES,N,Bare,,ATTR,GENE,NO,Bare,NO,6519,6524,N,Bare,,OBJ,GENE,NO,Bare,NO,7073,7078,Noreskal_1401902490771,Noreskal_1401902542485
Noreskal_1403095086298,DIRECTE,,YES,N,Bare,,OBJ,SPEC,NO,Bare,NO,504,510,N,Bare,,OBJ,GENE,NO,Bare,NO,7326,7332,Noreskal_1401901632247,Noreskal_1403041109649
Noreskal_1403095402905,ASSOC,,UNK,N,Bare,,Other,GENE,NO,Bare,YES,7582,7587,N,DEF_SPLE,,Other,SPEC,YES,Bare,NO,7592,7600,Noreskal_1401902593783,Noreskal_1401902596901
Noreskal_1403095436800,DIRECTE,,YES,N,DEF_SPLE,,SUJ,SPEC,NO,Bare,NO,5262,5270,N,DEF_SPLE,,Other,SPEC,YES,Bare,NO,7592,7600,Noreskal_1401902325670,Noreskal_1401902596901
Noreskal_1403095455567,ANAPHORE,,YES,N,Bare,,OBJ,SPEC,NO,Bare,YES,7635,7640,N,Bare,,SUJ,SPEC,NO,Bare,NO,7641,7643,Noreskal_1401902604554,Noreskal_1401902610191
Noreskal_1403095504782,ANAPHORE,,YES,N,Bare,,SUJ,SPEC,NO,Bare,NO,7641,7643,PR,INDEF,NO,ATTR,SPEC,NO,SG,NO,7690,7698,Noreskal_1401902610191,Noreskal_1401902618741
Noreskal_1403095549366,ANAPHORE,,YES,N,INDEF,,Other,SPEC,YES,Bare,YES,7704,7713,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,7744,7746,Noreskal_1401902625711,Noreskal_1403042182494
Noreskal_1403095579048,DIRECTE,,YES,N,Bare,,OBJ,SPEC,NO,Bare,YES,7635,7640,N,Bare,,Other,GENE,YES,Bare,NO,7806,7812,Noreskal_1401902604554,Noreskal_1401902639001
Noreskal_1403095608456,ANAPHORE,,UNK,N,Bare,,TOPIC,GENE,NO,Bare,YES,7911,7919,PR,Bare,NO,SUJ,SPEC,NO,PL,NO,7920,7922,Noreskal_1401902667316,Noreskal_1401902669242
Noreskal_1403095845082,ASSOC,,UNK,N,Bare,,Other,GENE,YES,Bare,NO,7852,7861,N,Bare,,TOPIC,GENE,NO,Bare,YES,7882,7886,Noreskal_1402994670012,Noreskal_1401902664213
Noreskal_1403095847985,ASSOC,,UNK,N,Bare,,Other,GENE,YES,Bare,NO,7852,7861,N,Bare,,TOPIC,GENE,NO,Bare,YES,7911,7919,Noreskal_1402994670012,Noreskal_1401902667316
Noreskal_1403095857403,DIRECTE,,UNK,N,Bare,,Other,GENE,YES,Bare,NO,7852,7861,N,INDEF,,ATTR,SPEC,NO,PL,NO,7960,7972,Noreskal_1402994670012,Noreskal_1401902673928
Noreskal_1403095874356,DIRECTE,,YES,N,INDEF,,ATTR,SPEC,NO,PL,NO,7960,7972,N,DEF_DEM,,Other,SPEC,YES,PL,NO,8158,8176,Noreskal_1401902673928,Noreskal_1401902687254
Noreskal_1403095888807,ANAPHORE,,YES,N,INDEF,,OBJ,GENE,NO,SG,YES,8184,8191,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,8192,8194,Noreskal_1401902690635,Noreskal_1401902692634
Noreskal_1403095903776,ANAPHORE,,YES,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,8192,8194,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,8227,8229,Noreskal_1401902692634,Noreskal_1403043470626
Noreskal_1403096058078,ANAPHORE,,YES,N,DEF_SPLE,,ATTR,SPEC,NO,Bare,NO,8240,8248,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,8249,8251,Noreskal_1401902702821,Noreskal_1401902704559
Noreskal_1403096209410,ANAPHORE,,YES,N,INDEF,,SUJ,SPEC,NO,SG,YES,8255,8272,PR,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,8326,8327,Noreskal_1401902713981,Noreskal_1401902720161
Noreskal_1403096237618,INDIRECTE,UNK,YES,PR,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,8326,8327,N,Bare,,SUJ,SPEC,NO,Bare,NO,8369,8374,Noreskal_1401902720161,Noreskal_1401902733541
Noreskal_1403096247814,DIRECTE,,YES,N,Bare,,ATTR,GENE,NO,Bare,NO,8233,8238,N,DEF_SPLE,,ATTR,SPEC,NO,Bare,NO,8240,8248,Noreskal_1401902701072,Noreskal_1401902702821
Noreskal_1403096430879,DIRECTE,,UNK,N,Bare,,Other,SPEC,YES,Bare,YES,5398,5406,N,Bare,,Other,SPEC,YES,Bare,NO,8359,8367,Noreskal_1401902357841,Noreskal_1401902731496
Noreskal_1403096614895,DIRECTE,,UNK,N,Bare,,Other,SPEC,YES,Bare,NO,8359,8367,N,Bare,,Other,SPEC,NO,Bare,NO,8463,8471,Noreskal_1401902731496,Noreskal_1401902742146
Noreskal_1403096636595,ANAPHORE,,YES,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,8249,8251,N,INDEF,,SUJ,SPEC,NO,SG,YES,8255,8272,Noreskal_1401902704559,Noreskal_1401902713981
Noreskal_1403097352286,DIRECTE,,YES,N,Bare,,SUJ,SPEC,NO,Bare,NO,8369,8374,N,Bare,,ATTR,SPEC,NO,Bare,NO,8436,8441,Noreskal_1401902733541,Noreskal_1403043909028
Noreskal_1403097398594,ANAPHORE,,YES,N,DEF_SPLE,,TOPIC,SPEC,NO,Bare,NO,8487,8495,PR,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,8497,8498,Noreskal_1401902745464,Noreskal_1401902747936
Noreskal_1403097406169,ANAPHORE,,YES,N,INDEF,,Other,GENE,YES,PL,NO,8516,8523,PR,Bare,NO,SUJ,SPEC,NO,PL,NO,8524,8526,Noreskal_1401902757420,Noreskal_1401902759678
Noreskal_1403097427068,ANAPHORE,,YES,PR,INDEF,NO,Other,SPEC,NO,PL,NO,8571,8573,N,INDEF,,ATTR,SPEC,NO,PL,NO,8590,8592,Noreskal_1401902771490,Noreskal_1401902775350
Noreskal_1403097431940,ANAPHORE,,YES,PR,Bare,NO,SUJ,SPEC,NO,PL,NO,8524,8526,PR,INDEF,NO,Other,SPEC,NO,PL,NO,8571,8573,Noreskal_1401902759678,Noreskal_1401902771490
Noreskal_1403097444025,INDIRECTE,UNK,YES,PR,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,8497,8498,N,DEF_SPLE,,OBJ,GENE,NO,Bare,NO,8602,8610,Noreskal_1401902747936,Noreskal_1401902778871
Noreskal_1403097453214,ANAPHORE,,YES,N,DEF_SPLE,,OBJ,GENE,NO,Bare,NO,8602,8610,PR,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,8642,8643,Noreskal_1401902778871,Noreskal_1401902789348
Noreskal_1403097490480,ANAPHORE,,YES,PR,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,8642,8643,PR,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,8730,8731,Noreskal_1401902789348,Noreskal_1401902804042
Noreskal_1403097495157,ANAPHORE,,YES,PR,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,8730,8731,PR,Bare,NO,OBJ,SPEC,NO,SG,NO,8750,8751,Noreskal_1401902804042,Noreskal_1401902805903
Noreskal_1403097550052,INDIRECTE,UNK,YES,PR,Bare,NO,OBJ,SPEC,NO,SG,NO,8750,8751,N,Bare,,Other,SPEC,NO,Bare,NO,8834,8842,Noreskal_1401902805903,Noreskal_1403044731952
Noreskal_1403097563846,ANAPHORE,,YES,N,INDEF,,OBJ,GENE,NO,PL,NO,8902,8910,PR,Bare,NO,SUJ,SPEC,NO,PL,NO,8917,8919,Noreskal_1401902822991,Noreskal_1403044849389
Noreskal_1403097569866,ANAPHORE,,YES,PR,Bare,NO,SUJ,SPEC,NO,PL,NO,8917,8919,PR,Bare,NO,SUJ,SPEC,NO,PL,NO,8932,8934,Noreskal_1403044849389,Noreskal_1403044960833
Noreskal_1403097611104,ANAPHORE,,UNK,N,DEF_SPLE,,ATTR,GENE,NO,Bare,YES,9175,9188,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,9237,9239,Noreskal_1401902850426,Noreskal_1401902857864
Noreskal_1403097615361,ANAPHORE,,YES,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,9237,9239,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,9247,9249,Noreskal_1401902857864,Noreskal_1401902860292
Noreskal_1403097631030,ANAPHORE,,YES,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,9247,9249,PR,INDEF,NO,Other,SPEC,YES,PL,NO,9296,9298,Noreskal_1401902860292,Noreskal_1401902870133
Noreskal_1403097736700,DIRECTE,,YES,N,INDEF,,ATTR,GENE,NO,PL,YES,1058,1066,N,INDEF,,ATTR,SPEC,NO,PL,NO,1148,1156,Noreskal_1401901699905,Noreskal_1401901744712
Noreskal_1403367724651,INDIRECTE,UNK,YES,N,DEF_SPLE,,ATTR,GENE,NO,Bare,YES,9132,9144,N,DEF_SPLE,,ATTR,GENE,NO,Bare,YES,9175,9188,Noreskal_1401902845693,Noreskal_1401902850426
Noreskal_1403592059751,ASSOC,,UNK,N,Bare,,Other,SPEC,YES,SG,YES,897,902,N,DEF_DEM,,OBJ,SPEC,NO,Bare,YES,5635,5647,Noreskal_1401901666926,Noreskal_1401902388139
Noreskal_1403084085923,DIRECTE,,UNK,N,DEF_SPLE,,OBJ,GENE,NO,Bare,YES,403,412,N,Bare,,SUJ,SPEC,NO,Bare,NO,453,459,Noreskal_1401902972263,Noreskal_1401902978129
Noreskal_1403084095400,ANAPHORE,,UNK,N,Bare,,SUJ,SPEC,NO,Bare,NO,453,459,PR,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,489,490,Noreskal_1401902978129,Noreskal_1401902986339
Noreskal_1403084116508,ASSOC_PRONOM,,UNK,N,Bare,,OBJ,GENE,NO,Bare,YES,499,507,PR,INDEF,NO,SUJ,SPEC,NO,PL,NO,519,521,Noreskal_1401902989910,Noreskal_1401903002407
Noreskal_1403084202856,ANAPHORE,,YES,PR,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,489,490,PR,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,543,544,Noreskal_1401902986339,Noreskal_1401903014879
Noreskal_1403084209114,ANAPHORE,,YES,PR,INDEF,NO,OBJ,SPEC,NO,SG,YES,548,556,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,557,559,Noreskal_1401903018449,Noreskal_1401903022311
Noreskal_1403084235460,DIRECTE,,UNK,N,DEF_SPLE,,Other,GENE,NO,PL,YES,306,318,N,Bare,,ATTR,GENE,NO,Bare,NO,346,352,Noreskal_1401902939219,Noreskal_1401902949409
Noreskal_1403084292335,ANAPHORE,,YES,N,DEF_SPLE,,TOPIC,GENE,NO,PL,YES,860,878,PR,INDEF,NO,SUJ,SPEC,NO,PL,NO,880,882,Noreskal_1401903055112,Noreskal_1401903060140
Noreskal_1403084298148,ANAPHORE,,YES,PR,INDEF,NO,SUJ,SPEC,NO,PL,NO,880,882,PR,INDEF,NO,SUJ,SPEC,NO,PL,NO,893,895,Noreskal_1401903060140,Noreskal_1401903062787
Noreskal_1403084303205,ANAPHORE,,YES,PR,INDEF,NO,SUJ,SPEC,NO,PL,NO,893,895,PR,INDEF,NO,SUJ,SPEC,NO,PL,NO,907,909,Noreskal_1401903062787,Noreskal_1401903067863
Noreskal_1403084307266,ANAPHORE,,YES,PR,INDEF,NO,SUJ,SPEC,NO,PL,NO,907,909,PR,INDEF,NO,SUJ,SPEC,NO,PL,NO,915,917,Noreskal_1401903067863,Noreskal_1401903074568
Noreskal_1403084322225,INDIRECTE,UNK,YES,PR,INDEF,NO,SUJ,SPEC,NO,PL,NO,915,917,N,DEF_SPLE,,TOPIC,SPEC,NO,PL,YES,931,944,Noreskal_1401903074568,Noreskal_1401903090331
