,DEF,EN,FUNCTN,GEN_REF,GP,NB,NEW,end,start,type
Noreskal_1401811793355,Bare,NO,SUJ,SPEC,NO,PL,NO,6503,6501,PR
Noreskal_1401811817766,INDEF,NO,Other,SPEC,NO,PL,YES,6578,6576,PR
Noreskal_1401811827459,Bare,,Other,GENE,YES,Bare,YES,6612,6600,N
Noreskal_1401811832862,INDEF,,Other,SPEC,NO,SG,YES,6645,6634,N
Noreskal_1401811839079,INDEF,NO,SUJ,SPEC,NO,PL,NO,6672,6670,PR
Noreskal_1401811854173,Bare,,Other,SPEC,YES,Bare,NO,6777,6772,N
Noreskal_1401815979605,DEF_DEM,NO,Other,SPEC,YES,SG,YES,6837,6835,PR
Noreskal_1401815996493,Bare,,Other,GENE,YES,Bare,YES,6864,6858,N
Noreskal_1401816004290,INDEF,NO,SUJ,SPEC,NO,PL,YES,6870,6868,PR
Noreskal_1401816007239,INDEF,NO,Other,SPEC,NO,PL,NO,6883,6881,PR
Noreskal_1401816014610,INDEF,NO,SUJ,SPEC,NO,PL,NO,6931,6929,PR
Noreskal_1401816018569,INDEF,NO,SUJ,SPEC,NO,PL,NO,6982,6980,PR
Noreskal_1401816030822,DEF_DEM,NO,Other,SPEC,YES,SG,YES,7030,7028,PR
Noreskal_1401816033822,DEF_DEM,NO,Other,SPEC,YES,SG,NO,7192,7190,PR
Noreskal_1401816052463,Bare,,Other,GENE,YES,Bare,YES,6978,6971,N
Noreskal_1401816079493,Bare,,Other,GENE,YES,Bare,YES,7108,7100,N
Noreskal_1401816108068,Bare,NO,OBJ,SPEC,NO,SG,NO,7329,7328,PR
Noreskal_1401816115531,Bare,,OBJ,GENE,NO,Bare,NO,7372,7368,N
Noreskal_1401816123151,DEF_SPLE,,Other,SPEC,NO,Bare,NO,7410,7394,N
Noreskal_1401816134033,Bare,,Other,SPEC,NO,Bare,NO,7409,7404,N
Noreskal_1401816138058,Bare,,Other,SPEC,NO,Bare,NO,7432,7427,N
Noreskal_1401816154647,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,7473,7472,PR
Noreskal_1401816170392,DEF_SPLE,,Other,SPEC,YES,Bare,YES,7518,7508,N
Noreskal_1401816177474,Bare,,Other,SPEC,NO,Bare,NO,7556,7551,N
Noreskal_1401816182334,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,7559,7558,PR
Noreskal_1401816610672,INDEF,,OBJ,SPEC,NO,SG,YES,7275,7266,N
Noreskal_1401818327168,Bare,NO,SUJ,SPEC,NO,SG,NO,3248,3246,PR
Noreskal_1402601277844,Bare,,Other,SPEC,NO,Bare,NO,3039,3016,N
Noreskal_1402601288946,Bare,,Other,SPEC,NO,Bare,NO,3065,3061,N
Noreskal_1402601291931,Bare,,Other,SPEC,NO,Bare,NO,3070,3067,N
Noreskal_1402603339862,NULL,NULL,,NULL,NO,NULL,NULL,2994,2986,NULL
Noreskal_1402604100780,Bare,NO,SUJ,SPEC,NO,SG,NO,4578,4576,PR
Noreskal_1402604138159,Bare,NO,SUJ,SPEC,NO,SG,NO,4752,4750,PR
Noreskal_1402604155260,Bare,NO,SUJ,SPEC,NO,SG,NO,4840,4838,PR
Noreskal_1402604220032,Bare,NO,SUJ,SPEC,NO,PL,NO,4932,4930,PR
Noreskal_1402604249137,Bare,NO,SUJ,SPEC,NO,SG,NO,5000,4998,PR
Noreskal_1402604585208,NULL,NULL,,NULL,NO,NULL,NULL,7486,7484,NULL
Noreskal_1402604708590,INDEF,NO,SUJ,GENE,NO,PL,NO,727,725,PR
Noreskal_1402605157070,Bare,,Other,SPEC,NO,Bare,YES,2527,2514,N
Noreskal_1402605292896,Bare,NO,Other,SPEC,NO,SG,NO,2401,2399,PR
Noreskal_1402605562496,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,4787,4786,PR
Noreskal_1402647050072,DEF_DEM,NO,OBJ,SPEC,NO,SG,YES,2166,2164,PR
Noreskal_1402945131641,Bare,,Other,SPEC,NO,Bare,NO,3890,3882,N
,,,,,,,,,,
Noreskal_1401900295725,Bare,,Other,SPEC,NO,Bare,YES,307,302,N
Noreskal_1401900300874,Bare,,ATTR,GENE,NO,Bare,YES,366,356,N
Noreskal_1401900306157,INDEF,,ATTR,GENE,NO,SG,YES,453,444,N
Noreskal_1401900308125,INDEF,NO,OBJ,SPEC,NO,SG,NO,471,465,PR
Noreskal_1401900311623,INDEF,,Other,SPEC,NO,SG,YES,507,497,N
Noreskal_1401900314853,Bare,,SUJ,GENE,NO,Bare,YES,541,532,N
Noreskal_1401900319395,DEF_SPLE,,Other,GENE,NO,PL,YES,575,555,N
Noreskal_1401900321860,Bare,,Other,GENE,YES,Bare,YES,575,570,N
Noreskal_1401900334164,INDEF,,ATTR,SPEC,NO,SG,NO,614,604,N
Noreskal_1401900336132,Bare,NO,SUJ,SPEC,NO,SG,NO,617,615,PR
Noreskal_1401900342653,Bare,NO,SUJ,SPEC,NO,SG,NO,456,454,PR
Noreskal_1401900378153,Bare,,SUJ,SPEC,NO,Bare,YES,681,676,N
Noreskal_1401900382427,Bare,,Other,SPEC,YES,Bare,YES,675,667,N
Noreskal_1401900387200,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,735,734,PR
Noreskal_1401900390016,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,748,747,PR
Noreskal_1401900394352,Bare,,OBJ,GENE,NO,Bare,YES,798,785,N
Noreskal_1401900399622,Bare,,SUJ,SPEC,NO,Bare,YES,832,829,N
Noreskal_1401900402051,Bare,,OBJ,GENE,NO,Bare,YES,842,836,N
Noreskal_1401900404285,DEF_SPLE,NO,SUJ,SPEC,NO,PL,NO,853,851,PR
Noreskal_1401900408147,DEF_SPLE,NO,SUJ,SPEC,YES,PL,NO,866,864,PR
Noreskal_1401900415338,Bare,,OBJ,SPEC,NO,Bare,YES,919,911,N
Noreskal_1401900417634,Bare,,OBJ,SPEC,NO,Bare,YES,935,921,N
Noreskal_1401900430031,Bare,,OBJ,SPEC,NO,Bare,YES,964,955,N
Noreskal_1401900434452,INDEF,NO,SUJ,SPEC,NO,PL,NO,1003,985,PR
Noreskal_1401900436783,DEF_SPLE,NO,SUJ,SPEC,NO,PL,NO,1006,1004,PR
Noreskal_1401900444253,Bare,,Other,SPEC,YES,Bare,NO,1076,1069,N
Noreskal_1401900447265,Bare,,OBJ,SPEC,NO,Bare,YES,1095,1083,N
Noreskal_1401900451347,Bare,,SUJ,GENE,NO,Bare,YES,1181,1175,N
Noreskal_1401900454225,Bare,,SUJ,SPEC,NO,Bare,NO,1218,1213,N
Noreskal_1401900460468,Bare,NO,ATTR,SPEC,NO,SG,NO,1284,1282,PR
Noreskal_1401900466394,Bare,NO,SUJ,SPEC,NO,SG,NO,1287,1285,PR
Noreskal_1401900477082,Bare,NO,SUJ,SPEC,NO,SG,NO,1297,1295,PR
Noreskal_1401900480422,Bare,,OBJ,SPEC,NO,Bare,NO,1322,1308,N
Noreskal_1401900484893,Bare,,Other,SPEC,YES,Bare,YES,1351,1346,N
Noreskal_1401900489083,INDEF,,OBJ,SPEC,NO,SG,YES,1388,1379,N
Noreskal_1401900493553,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,1408,1406,PR
Noreskal_1401900499552,Bare,,Other,SPEC,YES,Bare,NO,1541,1533,N
Noreskal_1401900502480,DEF_SPLE,,SUJ,SPEC,NO,Bare,YES,1570,1562,N
Noreskal_1401900506487,DEF_SPLE,,Other,SPEC,YES,PL,YES,1588,1579,N
Noreskal_1401900508198,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,1591,1590,PR
Noreskal_1401900510409,Bare,,Other,SPEC,YES,Bare,NO,1608,1603,N
Noreskal_1401900517574,INDEF,,OBJ,GENE,NO,SG,YES,1699,1692,N
Noreskal_1401900520344,INDEF,,OBJ,GENE,NO,SG,YES,1707,1701,N
Noreskal_1401900524025,INDEF,,OBJ,GENE,NO,SG,NO,1720,1712,N
Noreskal_1401900529246,Bare,,Other,SPEC,YES,Bare,NO,1734,1729,N
Noreskal_1401900540190,Bare,,TOPIC,SPEC,NO,Bare,YES,1774,1767,N
Noreskal_1401900542096,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,1776,1775,PR
Noreskal_1401900548351,DEF_SPLE,,OBJ,SPEC,NO,PL,YES,1793,1783,N
Noreskal_1401900550282,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,1795,1794,PR
Noreskal_1401900563096,Bare,,OBJ,GENE,NO,Bare,YES,1806,1803,N
Noreskal_1401900566520,Bare,,OBJ,SPEC,NO,Bare,NO,1829,1826,N
Noreskal_1401900574659,DEF_SPLE,,OBJ,SPEC,NO,Bare,YES,1899,1888,N
Noreskal_1401900585613,Bare,,ATTR,SPEC,NO,Bare,YES,2099,2092,N
Noreskal_1401900587678,Bare,,ATTR,SPEC,NO,Bare,YES,2108,2100,N
Noreskal_1401900591662,Bare,,ATTR,SPEC,NO,Bare,YES,2115,2110,N
Noreskal_1401900594151,Bare,,ATTR,SPEC,NO,Bare,YES,2125,2117,N
Noreskal_1401900596325,Bare,,ATTR,SPEC,NO,Bare,YES,2133,2127,N
Noreskal_1401900599191,INDEF,,ATTR,SPEC,NO,SG,YES,2168,2158,N
Noreskal_1401900602349,INDEF,,ATTR,GENE,NO,SG,YES,2183,2173,N
Noreskal_1401900605216,INDEF,NO,Other,SPEC,NO,PL,YES,2190,2187,PR
Noreskal_1401900619594,INDEF,,ATTR,GENE,NO,SG,NO,2231,2221,N
Noreskal_1401900622498,Bare,NO,SUJ,SPEC,NO,SG,NO,2234,2232,PR
Noreskal_1401900628898,Bare,NO,SUJ,SPEC,NO,SG,NO,2255,2252,PR
Noreskal_1401900638287,Bare,,Other,SPEC,NO,Bare,NO,2393,2388,N
Noreskal_1401900640778,INDEF,NO,SUJ,GENE,NO,PL,YES,2403,2394,PR
Noreskal_1401900668516,Bare,,TOPIC,GENE,NO,Bare,YES,2673,2669,N
Noreskal_1401900670616,Bare,,TOPIC,GENE,NO,Bare,NO,2678,2675,N
Noreskal_1401900673032,Bare,,TOPIC,GENE,NO,Bare,YES,2683,2680,N
Noreskal_1401900675256,INDEF,,ATTR,SPEC,NO,SG,NO,2701,2691,N
Noreskal_1401900680235,Bare,,Other,GENE,NO,PL,YES,2739,2729,N
Noreskal_1401900683451,Bare,NO,SUJ,SPEC,NO,UNK,NO,2742,2740,PR
Noreskal_1401900688442,INDEF,,OBJ,SPEC,NO,SG,YES,2778,2757,N
Noreskal_1401900703064,DEF_SPLE,,OBJ,SPEC,NO,Bare,YES,2888,2880,N
Noreskal_1401900716531,INDEF,,ATTR,SPEC,NO,SG,NO,3137,3127,N
Noreskal_1401900719858,Bare,NO,SUJ,SPEC,NO,SG,NO,3140,3138,PR
Noreskal_1401900726415,Bare,,OBJ,GENE,NO,Bare,YES,3226,3219,N
Noreskal_1401900733228,INDEF,NO,Other,SPEC,NO,PL,YES,3312,3310,PR
Noreskal_1401900741633,DEF_SPLE,,SUJ,SPEC,NO,Bare,YES,3335,3326,N
Noreskal_1401900746200,DEF_SPLE,,SUJ,SPEC,NO,Bare,YES,3347,3336,N
Noreskal_1401900766587,DEF_SPLE,,OBJ,SPEC,NO,Bare,YES,3449,3435,N
Noreskal_1401900775754,INDEF,NO,OBJ,SPEC,NO,PL,NO,3546,3543,PR
Noreskal_1401900785530,Bare,,OBJ,SPEC,NO,Bare,NO,3561,3551,N
Noreskal_1401900799253,INDEF,NO,OBJ,SPEC,NO,SG,YES,3730,3722,PR
Noreskal_1401900802993,INDEF,,ATTR,GENE,NO,SG,YES,3796,3784,N
Noreskal_1401900818597,Bare,,ATTR,GENE,NO,Bare,YES,3897,3892,N
Noreskal_1401900821986,Bare,,Other,GENE,NO,Bare,NO,3924,3919,N
Noreskal_1401900825968,Bare,,SUJ,GENE,NO,Bare,NO,3951,3945,N
Noreskal_1401900833048,Bare,,Other,SPEC,NO,Bare,NO,4067,4062,N
Noreskal_1401900839047,Bare,,SUJ,GENE,NO,Bare,NO,4101,4094,N
Noreskal_1401900844208,Bare,,ATTR,SPEC,NO,Bare,YES,4152,4139,N
Noreskal_1401900850826,Bare,,Other,GENE,NO,Bare,YES,4206,4202,N
Noreskal_1401900901135,Bare,,SUJ,GENE,NO,Bare,YES,4407,4403,N
Noreskal_1401900906648,Bare,,SUJ,GENE,NO,Bare,NO,4534,4529,N
Noreskal_1401900910523,DEF_DEM,NO,OBJ,SPEC,NO,SG,YES,4528,4526,PR
Noreskal_1401900913995,INDEF,,SUJ,GENE,NO,SG,YES,4556,4547,N
Noreskal_1401900916837,DEF_SPLE,,OBJ,SPEC,NO,Bare,YES,4572,4563,N
Noreskal_1401900943176,DEF_SPLE,NO,Other,SPEC,YES,SG,NO,4571,4570,PR
Noreskal_1401900973629,DEF_SPLE,,Other,SPEC,NO,Bare,YES,4582,4574,N
Noreskal_1401900978984,INDEF,,SUJ,GENE,NO,PL,YES,4619,4610,N
Noreskal_1401900987701,DEF_SPLE,,OBJ,SPEC,NO,Bare,NO,4661,4653,N
Noreskal_1401900992874,Bare,,OBJ,GENE,NO,Bare,YES,4676,4671,N
Noreskal_1401901008040,Bare,,SUJ,GENE,NO,Bare,NO,4757,4752,N
Noreskal_1401901016662,INDEF,,SUJ,GENE,NO,Bare,NO,4815,4806,N
Noreskal_1401901020560,DEF_SPLE,,OBJ,GENE,NO,Bare,YES,4831,4823,N
Noreskal_1401901025515,DEF_SPLE,,OBJ,GENE,NO,Bare,YES,4873,4865,N
Noreskal_1401901028272,DEF_SPLE,,OBJ,GENE,NO,Bare,YES,4881,4875,N
Noreskal_1401901031051,DEF_SPLE,NO,Other,SPEC,YES,SG,NO,4873,4872,PR
Noreskal_1401901033904,DEF_SPLE,NO,Other,SPEC,YES,SG,NO,4882,4880,PR
Noreskal_1401901042320,Bare,,OBJ,GENE,NO,Bare,NO,4961,4956,N
Noreskal_1401901049667,INDEF,,OBJ,GENE,NO,SG,NO,5026,5018,N
Noreskal_1401901052775,Bare,,SUJ,GENE,NO,Bare,NO,5063,5058,N
Noreskal_1401901056090,Bare,,OBJ,SPEC,NO,Bare,YES,5105,5095,N
Noreskal_1401901059976,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,5143,5141,PR
Noreskal_1401901064105,Bare,,Other,GENE,NO,Bare,YES,5165,5157,N
Noreskal_1401901070650,INDEF,,ATTR,GENE,NO,SG,YES,5248,5242,N
Noreskal_1401901078652,INDEF,,ATTR,GENE,NO,SG,NO,5287,5281,N
Noreskal_1401901081604,INDEF,NO,Other,GENE,YES,PL,YES,5277,5271,PR
Noreskal_1401901084165,Bare,,SUJ,SPEC,NO,Bare,NO,5290,5288,N
Noreskal_1401901383574,Bare,NO,Other,SPEC,NO,SG,NO,4661,4659,PR
Noreskal_1401901448188,DEF_SPLE,NO,Other,SPEC,YES,SG,NO,4854,4853,PR
Noreskal_1402606732909,Bare,,SUJ,GENE,NO,Bare,YES,714,707,N
Noreskal_1402606739590,Bare,NO,SUJ,SPEC,NO,SG,NO,716,715,PR
Noreskal_1402606940562,Bare,,Other,SPEC,NO,Bare,NO,798,791,N
Noreskal_1402609553044,DEF_SPLE,NO,SUJ,SPEC,NO,SG,YES,2433,2431,PR
Noreskal_1402647623171,DEF_SPLE,NO,ATTR,SPEC,NO,SG,NO,2453,2451,PR
Noreskal_1402647802399,INDEF,NO,Other,SPEC,YES,SG,YES,3394,3392,PR
Noreskal_1402648307264,DEF_SPLE,NO,Other,SPEC,YES,SG,NO,4608,4604,PR
Noreskal_1402648321725,NULL,NULL,,NULL,NO,NULL,NULL,4724,4717,NULL
Noreskal_1402648341319,Bare,,Other,SPEC,NO,Bare,NO,4854,4852,N
Noreskal_1402648364625,NULL,NULL,,NULL,NO,NULL,NULL,5053,5048,NULL
Noreskal_1402648377402,Bare,,Other,SPEC,NO,Bare,NO,5195,5187,N
Noreskal_1402648466370,Bare,,OBJ,GENE,NO,Bare,YES,4695,4686,N
Noreskal_1402964315193,DEF_DEM,NO,ATTR,SPEC,NO,SG,YES,4928,4926,PR
Noreskal_1402990603016,NULL,NULL,,NULL,NO,NULL,NULL,935,911,NULL
Noreskal_1402991262914,INDEF,NO,SUJ,SPEC,NO,SG,YES,2376,2374,PR
Noreskal_1402992040586,INDEF,NO,SUJ,GENE,NO,PL,YES,414,412,PR
Noreskal_1402992409256,INDEF,NO,Other,GENE,NO,PL,YES,1984,1981,PR
Noreskal_1402992892445,INDEF,NO,OBJ,SPEC,NO,SG,YES,2642,2640,PR
Noreskal_1403590352754,Bare,,Other,GENE,NO,Bare,YES,2739,2735,N
,,,,,,,,,,
Noreskal_1403183493353,Bare,,Other,SPEC,YES,Bare,YES,406,398,N
Noreskal_1403183497271,Bare,,SUJ,SPEC,NO,Bare,NO,442,434,N
Noreskal_1403183502878,INDEF,,ATTR,GENE,NO,SG,YES,451,446,N
Noreskal_1403183504619,Bare,NO,SUJ,SPEC,NO,SG,NO,454,452,PR
Noreskal_1403183506443,Bare,,OBJ,GENE,NO,Bare,YES,474,458,N
Noreskal_1403183511771,DEF_SPLE,,Other,SPEC,YES,Bare,YES,555,548,N
Noreskal_1403183516660,Bare,,OBJ,SPEC,NO,Bare,YES,618,602,N
Noreskal_1403183521351,INDEF,,Other,GENE,YES,Bare,YES,634,623,N
Noreskal_1403183523351,INDEF,NO,SUJ,GENE,NO,PL,YES,640,638,PR
Noreskal_1403183542294,Bare,,OBJ,SPEC,NO,Bare,NO,765,748,N
Noreskal_1403183545079,DEF_SPLE,,Other,SPEC,YES,Bare,NO,765,757,N
Noreskal_1403183548095,DEF_SPLE,,Other,SPEC,YES,Bare,NO,618,611,N
Noreskal_1403183571358,Bare,,OBJ,GENE,YES,Bare,YES,376,371,N
Noreskal_1403184519901,Bare,,ATTR,SPEC,NO,Bare,YES,850,824,N
Noreskal_1403184522249,DEF_SPLE,,Other,SPEC,YES,Bare,YES,850,834,N
Noreskal_1403184527468,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,858,857,PR
Noreskal_1403184532006,Bare,,OBJ,GENE,NO,Bare,YES,871,865,N
Noreskal_1403184534063,Bare,,Other,SPEC,NO,Bare,YES,884,873,N
Noreskal_1403184536788,Bare,,Other,SPEC,NO,Bare,NO,932,905,N
Noreskal_1403184538638,Bare,,Other,SPEC,YES,Bare,NO,932,916,N
Noreskal_1403184541874,DEF_SPLE,,Other,SPEC,YES,Bare,NO,932,925,N
Noreskal_1403184548061,INDEF,,OBJ,SPEC,NO,PL,YES,990,967,N
Noreskal_1403184573093,DEF_SPLE,,Other,SPEC,YES,Bare,YES,990,979,N
Noreskal_1403184577241,Bare,NO,SUJ,SPEC,NO,PL,NO,993,991,PR
Noreskal_1403184585088,INDEF,,OBJ,SPEC,NO,PL,YES,1040,1034,N
Noreskal_1403184600076,Bare,NO,SUJ,SPEC,NO,PL,NO,1047,1045,PR
Noreskal_1403184605722,DEF_SPLE,,Other,SPEC,YES,Bare,YES,1070,1057,N
Noreskal_1403184615077,DEF_SPLE,,SUJ,SPEC,NO,Bare,YES,1169,1156,N
Noreskal_1403184620759,INDEF,,OBJ,SPEC,NO,Bare,NO,1214,1206,N
Noreskal_1403184624993,Bare,,Other,GENE,NO,Bare,YES,1248,1244,N
Noreskal_1403184627633,Bare,,Other,GENE,NO,Bare,YES,1256,1250,N
Noreskal_1403184629409,Bare,,Other,GENE,NO,Bare,YES,1263,1258,N
Noreskal_1403184632256,Bare,,Other,GENE,NO,Bare,YES,1290,1286,N
Noreskal_1403184635139,Bare,,Other,GENE,NO,Bare,YES,1297,1292,N
Noreskal_1403184638973,INDEF,,OBJ,SPEC,NO,SG,YES,1344,1331,N
Noreskal_1403184641456,INDEF,NO,Other,SPEC,YES,SG,NO,1355,1349,PR
Noreskal_1403184647185,INDEF,,OBJ,SPEC,NO,SG,YES,1371,1365,N
Noreskal_1403184650701,Bare,,ATTR,SPEC,NO,Bare,YES,1401,1395,N
Noreskal_1403184655215,Bare,,Other,GENE,YES,Bare,YES,1438,1433,N
Noreskal_1403184658634,Bare,,OBJ,SPEC,NO,Bare,NO,1455,1449,N
Noreskal_1403184674501,Bare,,Other,GENE,NO,Bare,YES,802,795,N
Noreskal_1403185283850,Bare,,Other,SPEC,NO,Bare,NO,1263,1244,N
Noreskal_1403185286430,Bare,,Other,SPEC,NO,Bare,NO,1297,1285,N
Noreskal_1403185455699,DEF_SPLE,,SUJ,SPEC,NO,Bare,NO,1492,1480,N
Noreskal_1403185458205,INDEF,,OBJ,SPEC,NO,PL,YES,1541,1528,N
Noreskal_1403185461018,DEF_DEM,,Other,SPEC,NO,Bare,YES,1574,1562,N
Noreskal_1403185477267,Bare,,Other,SPEC,NO,Bare,YES,1636,1624,N
Noreskal_1403185481611,Bare,,Other,SPEC,NO,Bare,YES,1666,1656,N
Noreskal_1403185485919,Bare,,Other,SPEC,NO,Bare,NO,1717,1705,N
Noreskal_1403185488353,INDEF,,ATTR,SPEC,NO,SG,YES,1730,1721,N
Noreskal_1403185516648,Bare,,OBJ,SPEC,NO,Bare,NO,1802,1782,N
Noreskal_1403185518279,Bare,NO,Other,SPEC,YES,SG,NO,1802,1800,PR
Noreskal_1403185543749,Bare,,SUJ,SPEC,NO,Bare,YES,1907,1886,N
Noreskal_1403185547145,INDEF,,ATTR,GENE,NO,PL,YES,1941,1933,N
Noreskal_1403185566945,Bare,NO,SUJ,SPEC,NO,PL,NO,1945,1943,PR
Noreskal_1403185603919,Bare,NO,SUJ,SPEC,NO,PL,NO,1971,1969,PR
Noreskal_1403185608179,Bare,,Other,SPEC,YES,Bare,NO,1983,1978,N
Noreskal_1403185613436,INDEF,NO,ATTR,SPEC,NO,SG,YES,1994,1987,PR
Noreskal_1403185620921,Bare,,Other,SPEC,YES,Bare,YES,2057,2052,N
Noreskal_1403185626408,DEF_SPLE,,TOPIC,SPEC,NO,Bare,NO,2074,2058,N
Noreskal_1403185631046,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,2076,2075,PR
Noreskal_1403185634819,INDEF,,OBJ,GENE,NO,PL,YES,2120,2113,N
Noreskal_1403185847180,Bare,,Other,GENE,YES,Bare,YES,1636,1631,N
Noreskal_1403185849687,Bare,,Other,GENE,YES,Bare,YES,1717,1712,N
Noreskal_1403186019327,Bare,NO,Other,SPEC,NO,SG,NO,1769,1753,PR
Noreskal_1403186084771,Bare,,Other,SPEC,YES,Bare,NO,1907,1894,N
Noreskal_1403190885960,INDEF,,Other,SPEC,YES,Bare,YES,2167,2146,N
Noreskal_1403190889044,Bare,,Other,SPEC,YES,Bare,YES,2208,2193,N
Noreskal_1403190893274,Bare,,Other,SPEC,YES,Bare,YES,2228,2214,N
Noreskal_1403190896395,Bare,,Other,SPEC,NO,Bare,NO,2241,2235,N
Noreskal_1403190900175,INDEF,,ATTR,GENE,NO,PL,YES,2269,2263,N
Noreskal_1403190909817,INDEF,,Other,GENE,YES,PL,YES,2401,2383,N
Noreskal_1403190915827,INDEF,NO,SUJ,SPEC,NO,PL,NO,2421,2419,PR
Noreskal_1403190922531,INDEF,,ATTR,GENE,NO,SG,YES,2468,2454,N
Noreskal_1403190926737,DEF_SPLE,,SUJ,SPEC,NO,Bare,YES,2478,2470,N
Noreskal_1403190929918,Bare,,OBJ,GENE,NO,Bare,YES,2487,2483,N
Noreskal_1403190933623,DEF_SPLE,,Other,SPEC,YES,Bare,NO,2550,2543,N
Noreskal_1403190937451,DEF_SPLE,,SUJ,SPEC,NO,PL,YES,2585,2575,N
Noreskal_1403190942264,Bare,,OBJ,SPEC,NO,Bare,YES,2647,2625,N
Noreskal_1403190947834,Bare,,OBJ,GENE,NO,Bare,YES,2662,2649,N
Noreskal_1403190952649,INDEF,,OBJ,SPEC,NO,PL,YES,2735,2726,N
Noreskal_1403190954977,INDEF,,OBJ,SPEC,NO,PL,YES,2749,2737,N
Noreskal_1403190959730,Bare,NO,SUJ,SPEC,NO,PL,NO,2751,2750,PR
Noreskal_1403190964849,Bare,,OBJ,GENE,NO,Bare,YES,2763,2759,N
Noreskal_1403190977830,Bare,,Other,SPEC,NO,Bare,NO,2167,2160,N
Noreskal_1403190981023,DEF_SPLE,,Other,SPEC,YES,Bare,NO,2208,2201,N
Noreskal_1403190988641,Bare,,Other,SPEC,YES,Bare,NO,2228,2224,N
Noreskal_1403191014501,DEF_SPLE,,Other,GENE,NO,Bare,YES,2647,2632,N
Noreskal_1403206416047,Bare,,Other,SPEC,NO,Bare,NO,2750,2726,N
Noreskal_1403206474512,Bare,,OBJ,GENE,NO,Bare,YES,2833,2792,N
Noreskal_1403206481077,INDEF,,Other,SPEC,YES,PL,NO,2833,2813,N
Noreskal_1403206487190,DEF_SPLE,,Other,GENE,YES,Bare,YES,2872,2864,N
Noreskal_1403206490770,DEF_SPLE,,Other,SPEC,YES,Bare,YES,2905,2900,N
Noreskal_1403206497810,Bare,,OBJ,GENE,NO,Bare,YES,2972,2942,N
Noreskal_1403206500050,Bare,,Other,GENE,YES,Bare,YES,2972,2965,N
Noreskal_1403206505590,INDEF,,OBJ,SPEC,NO,SG,YES,3021,3012,N
Noreskal_1403206509537,INDEF,NO,SUJ,GENE,NO,PL,YES,3024,3022,PR
Noreskal_1403206512863,Bare,,Other,GENE,NO,Bare,YES,3039,3034,N
Noreskal_1403206545581,Bare,NO,SUJ,SPEC,NO,UNK,NO,3062,3060,PR
Noreskal_1403206551159,Bare,,ATTR,GENE,NO,Bare,YES,3073,3063,N
Noreskal_1403206559185,Bare,,ATTR,GENE,NO,Bare,YES,3107,3100,N
Noreskal_1403206567662,INDEF,NO,SUJ,GENE,NO,PL,YES,3110,3108,PR
Noreskal_1403206569842,INDEF,NO,OBJ,SPEC,NO,SG,YES,3121,3120,PR
Noreskal_1403206590171,Bare,,SUJ,SPEC,NO,Bare,NO,3271,3264,N
Noreskal_1403206593288,INDEF,,ATTR,SPEC,NO,SG,YES,3284,3275,N
Noreskal_1403206600743,Bare,NO,SUJ,SPEC,NO,SG,NO,3287,3285,PR
Noreskal_1403206641997,Bare,NO,SUJ,SPEC,NO,SG,NO,3327,3325,PR
Noreskal_1403206647186,Bare,,Other,GENE,NO,Bare,YES,3344,3335,N
Noreskal_1403206651133,Bare,NO,SUJ,SPEC,NO,SG,NO,3347,3345,PR
Noreskal_1403207706022,Bare,,Other,SPEC,NO,Bare,NO,3522,3491,N
Noreskal_1403207709810,INDEF,NO,SUJ,GENE,NO,PL,NO,3596,3594,PR
Noreskal_1403207715872,Bare,NO,SUJ,SPEC,NO,PL,NO,3602,3600,PR
Noreskal_1403207722156,Bare,,Other,GENE,NO,Bare,YES,3634,3628,N
Noreskal_1403207742124,Bare,,OBJ,GENE,NO,Bare,YES,3676,3670,N
Noreskal_1403207744925,INDEF,,OBJ,SPEC,NO,SG,YES,3684,3678,N
Noreskal_1403207747434,Bare,,ATTR,SPEC,NO,Bare,YES,3696,3691,N
Noreskal_1403207755422,Bare,NO,SUJ,SPEC,NO,SG,NO,3687,3685,PR
Noreskal_1403207766986,DEF_DEM,,Other,SPEC,NO,Bare,NO,3733,3722,N
Noreskal_1403207773682,INDEF,NO,SUJ,GENE,NO,PL,NO,3738,3736,PR
Noreskal_1403207775666,INDEF,NO,SUJ,SPEC,NO,SG,NO,3743,3742,PR
Noreskal_1403207786258,INDEF,NO,SUJ,GENE,NO,PL,NO,3790,3781,PR
Noreskal_1403207793332,DEF_SPLE,,Other,GENE,YES,PL,NO,3842,3826,N
Noreskal_1403207799516,INDEF,NO,SUJ,GENE,NO,PL,NO,3852,3850,PR
Noreskal_1403207834947,INDEF,,ATTR,GENE,NO,PL,YES,3919,3907,N
Noreskal_1403207838174,Bare,,OBJ,GENE,NO,Bare,YES,3934,3929,N
